ID,Title
110,"The Panasonic G90 (G91 in some regions) is a Micro Four Thirds mirrorless camera with a 20MP LiveMOS sensor. Like other Panasonic mirrorless models, it has built-in Dual IS 2, that combines in-body and in-lens stabilization to reduce shake by up  to five stops. The G95 also uses the company's Depth-from-Defocus contrast-detect AF system. The G95 is capable of shooting at 9 fps with focus and exposure locked on the first shot, or 6 fps with continuous AF. The G90's body is larger and heavier than the G80 that preceded it, with a more substantial grip, additional buttons and relocated dials. It has a high resolution OLED viewfinder as well as a fully articulating touchscreen LCD. On the video front, the G90 can capture UHD 4K video at 30p/24p with no official limit on recording time. Since the camera isn't using the full width of the sensor, there is a substantial crop when shooting 4K. The G95 has Panasonic's V-LogL gamma curve built in, and 8-bit 4:2:2 video can be sent to an external recorder. Both microphone and headphone jacks are included. Wi-Fi and Bluetooth are available for remote capture and image transfer. The G90 is CIPA-rated to 290 shots per charge, though a power saving mode triples that number. A battery grip is optional."
111,"The Sony RX0 II is a rugged mini-camera designed for capturing photos from any angle and location. The system can be scaled so multiple cameras can be tied together for applications such as VR and filmmaking. It features a 15MP 1""-type stacked CMOS sensor, fixed 24mm F4 Zeiss lens, 16 fps burst shooting and an anti-distortion shutter that supports shutter speeds as fast as 1/32000 sec. The RX0 can capture both oversampled 4K (which can be output over HDMI) and super-slow-mo 1000 fps video. This cube-shaped camera measures just 59 x 41 x 35mm, weighs just 132 g and still manages to squeeze in a 1.5"" tilting LCD. The RX0 is waterproof to 33m/33ft, shockproof from 2m, crushproof to 200kgf and dustproof."
112,"The Leica Q2 updates its predecessor with a higher resolution full-frame sensor, splash and dust resistance on par with the SL's and an updated OLED viewfinder. The Q2 offers a 47.3MP full-frame sensor capable of DCI and UHD 4K video recording, and sticks with the stabilized 28mm F1.7 offered on the first Q. Bluetooth LE for easy connectivity has been added, and a higher capacity battery yields a CIPA rating of 370 shots per charge. The Leica Q2 is nearly as competent as a fixed-lens digital camera can be. It's built very well, it handles very well, it's capable of excellent image quality and it's a joy to use. We wish Leica would address the lackluster JPEGs, but the Raw files are excellent. It all comes at a price, of course, but the Q2 really is a wonderfully engaging photographic tool that will appeal to photographers of all kinds. Good for: Street, travel and casual photography as well as landscape photographers that make use of medium wide-angle lenses. Not so good for: Sports and action photographers that require longer focal lengths, and those that require a more robust video feature set."
113,"The Ricoh WG-6 is a rugged camera with a 20MP BSI-CMOS sensor and 28-140mm equiv. lens. The camera is weatherproof to 20 meters / 65 feet, shockproof from 2.1 meters / 6.5 feet and functional down to -10°C/+14°F. The WG-6 has a built-in GPS, six macro ring lights a 3"" non-touch LCD and a USB-C port. Video can be captured at up to 4K/30p. The camera does not have built-in Wi-Fi, instead relying on third party 'FlashAir' SD cards."
114,"The Ricoh G900 is an ultra-rugged camera designed for industrial use. It's based on the WG-6 waterproof camera but has a chunkier body that's crush and chemical-proof, and supports a large neck strap. The G900 is waterproof to 20m/65ft, drop-proof from 2.1m/6.5ft, crushproof to 100kgf/220lbf and chemical-resistant. It has barcode scanning, password protection, text and audio notes, and more. It has a 28-140mm equiv. lens, 20MP BSI-CMOS sensor, 3"" LCD, GPS with e-Compass and six LEDs around the lens that serve as a ring light. The G900 can capture UHD 4K video at 30 fps."
115,"The Panasonic is an enthusiast superzoom camera with a 1"" sensor and 25-400mm equivalent F2.8-4 lens. The camera has a fully articulating 3"" touchscreen display and an 2.36M-dot OLED viewfinder which is larger than on the original FZ1000. Around the lens is a ring which can handle zoom or focus, and the new Zoom Compose Assist will automatically zoom out so you can locate your subject and recompose. The FZ1000 II can take bursts of up to 20 shots with AF-C at 7 fps. Video can be captured at at UHD 4K/30p. Connectivity options include Wi-Fi and Bluetooth. The FZ1000 II is a great all-around bridge camera with a good zoom lens, capable 1""-type sensor and excellent ergonomics. We appreciate the level of control and customization available, and the image quality is solid. It's not the most capable camera in its class, but it's also far from the most expensive, and is well worth a look. Good for: Those looking for an all-in-one solution for travel photography and casual video capture. Not so good for: Those wanting to regularly shoot fast action and the highest-quality video."
116,"The Panasonic Lumix DC-ZS80 (TZ95 outside of N. America) is an ultra-compact superzoom camera. It pairs a 20MP 1/2.3"" BSI-CMOS sensor with a 24-720mm equiv. F3.4-6.4 lens. The ZS80 has a 3"" touchscreen LCD that can flip up by 180 degrees as well as a small electronic viewfinder. The camera can shoot bursts at 5 fps with continuous AF and can capture 4K video at 30p. Connectivity options include Wi-Fi and Bluetooth."
117,"The Fujifilm FinePix XP140 is a rugged camera that can go up to 25 meters (82 ft) underwater, fall from 1.8 meters (5.9 feet) and function in temperatures as low as -10C (+14F). It has a 16MP BSI-CMOS sensor, 28-140mm F3.9-4.9 lens and 3"" LCD. Photos can be shared via Wi-Fi, with Bluetooth for easy pairing and image transfer. The XP140 can capture 1080/60p video (we don't consider its 4K/15p feature to be usable,) take 360 degree panoramas and produce still and video time-lapses."
118,"The Fujifilm X-T30 provides many of the features found in the higher-end X-T3, including its 26.1MP X-Trans sensor and X-Processor 4 Quad Core-CPU. It offers a hybrid AF system with 425 points across the entire frame, and boasts faster face detection compared to its X-T20 predecessor. The X-T30 is an altogether smaller and lighter camera than the X-T3 (383 g / 13.5 oz compared to 539 g / 19 oz) and offers a smaller, lower-resolution viewfinder. A 3"" 1.04M-dot touchscreen tilts on one axis, and a single card slot is offered. Burst shooting with continuous AF tops out at 20 fps (8 fps with mechanical shutter) and a lower native ISO of 160 is offered. The Fujifilm X-T30 is an exceptional value for the money, offering excellent image quality, a (generally) well-designed body with plenty of direct controls, and an autofocus system that handles most situations with ease, with face detection being a weak point. Video is a real highlight, in terms of both quality and controls, and offers features previously found on more expensive cameras. All-in-all, it's hard to go wrong with the X-T30, one of the best midrange cameras we've tested in a long time. Good for: Those seeking a lightweight camera with great out-of-camera image quality, flexible Raw files and top-notch video Not so good for: Those seeking best face and eye AF performance. Serious videographers who need the very best spec."
119,"The Canon EOS RP is a compact full-frame mirrorless camera that uses the company's RF lens mount. It features a 26MP CMOS sensor, Digic 8 processor and Dual Pixel AF system with 88% x 100% coverage and Eye AF. The lightweight body has a 2.36M-dot EVF, 3"" fully articulating LCD and single SD card slot that supports UHS-II media. The camera can capture 4K/24p video with a substantial crop and has HDMI, headphone and microphone sockets. The Canon EOS RP's specifications aren't exactly exciting, but don't let that fool you - it's a likable little camera with engaging controls, good build quality and it produces excellent JPEGs. Of course, the Raw files are noisier and aren't as malleable as some more contemporary full-frame cameras, but for the target audience, that won't likely be a deal breaker. For those users looking for a friendly way to get into full-frame imaging, the EOS RP is an excellent option. Good for: Newer users getting into full-frame for the first time, existing Canon users looking for a second camera body, anyone looking for a travel-friendly full-frame camera for casual use. Not so good for: Those looking to shoot high quality video, power users who want the most out of their Raw files, and those who routinely shoot fast action and need faster burst speeds."
120,"The DC-S1 is one of two of Panasonic's new line of full-frame mirrorless cameras. It uses the L-mount originally developed by Leica and supports lenses from the German manufacturer along with Panasonic and Sigma. The S1 features a 24MP sensor, in-body shake reduction that works in conjunction with stabilized lenses, and Panasonic's Depth from Defocus contrast-detect AF system. Other features include an ultra-high-res EVF, double-hinged LCD, top panel LCD and dual memory card slots (SD and XQD). The S1 is capable of capturing 4K/60p video. The magnesium alloy body is weather-resistant and has a shutter rated to 400k cycles. The Panasonic Lumix DC-S1 is an incredibly well-built (but heavy) camera with excellent image and video quality. The body has numerous control points and is highly customizable. The S1's built-in image stabilization is effective, and the camera can use this system to produce ultra-high-res stills. Autofocus is speedy and accurate in most situations, though the continuous AF experience can be frustrating when using the EVF. Video quality is excellent, with 4K/60p support and numerous capture controls, and more on the way via a paid upgrade. While it's more expensive than its peers, the S1 is great for a variety of use cases, and is worth your consideration if you don't mind its size and weight. Good for: Those seeking a stills/video hybrid camera with a solid, weather-sealed body with excellent image and video quality. Not so good for: Photographers requiring a top-notch autofocus system. Those looking for a lighter, more portable body."
121,"The DC-S1R is one of two of Panasonic's new line up full-frame mirrorless cameras. It uses the L-mount originally developed by Leica and supports lenses from the German manufacturer along with Panasonic and Sigma. The S1 features a 47MP sensor, in-body shake reduction that works in conjunction with stabilized lenses, and Panasonic's Depth from Defocus contrast-detect AF system. Other features include an ultra-high-res EVF, double-hinged LCD and dual memory card slots (SD and XQD). The S1R is capable of capturing 4K/60p video. Its magnesium alloy body is weather-resistant and has a shutter rated to 400k cycles. The Panasonic Lumix DC-S1R is an impressively well-built full-frame mirrorless camera with lots of resolution, well thought-out controls and ergonomics and competitive video quality. Unfortunately its burst shooting speeds are simply outdone by the competition and for less money, and it falls slightly behind in overall image quality and autofocus performance as well. But the fact remains that the S1R is enjoyable to use and is worth a look for those that want a well-rounded high-resolution professional camera. Good for: Landscape, studio and event photographers, those with larger hands that prefer a larger grip and camera, outdoor photographers who need especially solid build quality. Not so good for: Travel photography and family photographers for whom the S1R's size and weight will be a burden, sports photographers who will need more speed and better autofocus, and dedicated video shooters."
122,"The Olympus OM-D E-M1X is the company's sports-oriented Micro Four Thirds camera that's all about speed. It has a 20.4MP Four Thirds sensor, Dual TruePic VIII processors, a 121-point hybrid autofocus system with intelligent subject detection for trains, race cars and planes/helicopters. The camera can shoot continuously at 60 fps with AF/AE lock and 18 fps with continuous AF/AE. The E-M1X offers a High Res Shot mode for both handheld and tripod use, a Live ND filter (using multiple exposures) and a Pro Capture mode that lets you save images taken before the shutter release button. The camera has a built-in battery grip (which holds two batteries), 5-axis image stabilization rated to 7 stops, a large electronic viewfinder, fully articulating touchscreen LCD, dual SD card slots and a built-in GPS with temperature, pressure and acceleration sensors. The body is weather-sealed to IPX1 standards. The OM-D E-M1X can capture both DCI (24p) and UHD 4K (30p) video at bit rates of 237 and 102 Mbps, respectively. High speed video capture at 1080/120p and OM-Log400 for easier color grading are also available. The E-M1X is the only twin-grip Four Thirds camera on the market squarely aimed at pros - it's large, fast and tough-built. But its price tag puts it in a tricky position, as plenty of other larger-sensor cameras can be had for considerably-less coinage - many even offer more reliable AF. Good for: Current Micro Four Thirds shooters who want a twin grip camera to photograph fast-moving subjects. Not so good for: Anyone not already heavily-invested in Micro Four Thirds glass. Those seeking a small, light camera."
123,"The Nikon Coolpix B600 is a superzoom camera with an optically stabilized 60x lens that is equivalent to 24-1440mm. It uses a 16MP BSI-CMOS sensor (1/2.3"") and has a 3"" fixed LCD (but no electronic viewfinder). Video can be captured at 1080/30p. Wi-Fi and Bluetooth are built-in."
124,"The Nikon Coolpix A1000 is a compact superzoom camera with an optically stabilized 35X lens that is equivalent to 24-840mm. It uses a 16MP BSI-CMOS sensor (1/2.3"") and has a 3"" downward-tilting touchscreen LCD and electronic viewfinder. Video can be captured at 4K/30p. Wi-Fi and Bluetooth are built-in."
125,"The Sony a6400 is a midrange mirrorless camera with a 24.2MP APS-C sensor. The biggest feature is undoubtedly its autofocus system, which offers 425 phase-detect points, 'Real-time Eye AF' (that work on animals too, via a Summer firmware update) and 'Real-time tracking' for moving subjects. The a6400 can shoot bursts at 11 fps with continuous AF. The design is largely unchanged from the a6300, with Sony claiming improved build quality. The a6400 has the same OLED EVF as the a6300 as well as a touch-enabled tilting LCD. The camera can shoot 4K/30p video with full pixel readout and no pixel-binning, so we expect quality to be excellent. Three log profiles are supported: S-Log2, S-Log3 and HLG, and the a6400 also offers zebra functionality, gamma display assist and proxy recording. The Sony a6400 is a near-universally capable midrange camera that offers some of the best autofocus performance we've ever seen, backed up by solid image and video quality in most situations. We'd really like to see some further refinement on ergonomics, as Sony has done with its full-frame models over the years, but the a6400 remains an excellent option for a variety of types of photography. Good for: Family and social photography, fast action and sports, world travelers and anyone looking for the best autofocus bang-for-your-buck. Not so good for: Those photographers seeking a more engaging or more fun shooting experience, those with larger hands and shooters that need consistently pleasing auto white balance in their JPEG shooting."
126,"The Leica D-Lux 7 is an enthusiast compact that's nearly identical to Panasonic's Lumix DC-LX100 II. Like that camera, it has a 17MP Four Thirds sensor that allows the camera to maintain the same field-of-view at 16:9, 3:2 and 4:3 aspect ratios. The D-Lux 7 sports a 24-75mm equivalent F1.7-2.8 Leica DC lens and has numerous dials for shutter speed and exposure compensation, plus a ring for adjusting the aperture. A custom control ring can also be found around the lens. The camera has a 1.24M-dot touchscreen LCD and 2.76M-dot equivalent electronic viewfinder.  The D-Lux 7 can shoot continuously at 5.5 fps with continuous autofocus or 11 fps with AE/AF lock. It can also capture UHD 4K video, which also allows for 4K Photo, Post Focus and Sequence Composition features. The D-Lux has built-in Wi-Fi and Bluetooth, with the latter maintaining a constant connection that allows for quick remote control and auto image transfer using the company's FOTOS app."
127,"The Leica Q-P is a high-end full-frame enthusiast compact with a 24MP CMOS sensor with no anti-aliasing filter. It's an update to the original Q, which removes the trademark 'red dot' on the front plate with Leica script on the top. The shutter is quieter than on the Q and the on/off switch has been refined, as well.  The Q-P features a 28mm F1.7 ASPH lens with aperture and manual focus rings, as well as a clever distance guide that slides into place when in macro mode. The camera has an ultra-high-res 3.68 million-dot electronic and a 3"" touchscreen LCD. Other features include 1080/60p video recording, 10 fps continuous shooting, and built-in Wi-Fi that works with the company's FOTOS app. Being a Leica, it shouldn't come as a surprise that the body (made in Germany) is machined from a solid block of aluminum."
128,"The EOS Ra is a specialized version of Canon's EOS R full-frame mirrorless camera that is designed for astrophotography. Its infrared filter is four times more sensitive to hydrogen-alpha rays, making it ideal for capturing nebulae. The ability to enlarge the scene by up to 30X allows for precise focusing.  Otherwise, the EOS Ra has the same features as the regular model, which include a 30.3MP CMOS sensor with Dual Pixel AF. The EOS R can record both 14-bit (CRW) and compressed (C-RAW) formats. It can shoot continuously at 8 fps in single AF and 5 fps with continuous AF. The Dual Pixel AF system has a whopping 5655 selectable AF points and it can function at light levels as low as -6EV. The compact body has a 3.69M-dot OLED electronic viewfinder with a 0.76x magnification, as well as a 3.2"", 2.1M-dot fully-articulating touchscreen LCD. On the top plate is an OLED panel that displays current shooting information. The EOS R offers Mini-HDMI and USB-C ports, as well as a 3.5mm external mic socket. Battery life is CIPA-rated at 370 shots per charge (450 using Power Saving mode). A battery grip is available. The EOS R has a single memory card slot that supports UHS-II media. 4K UHD video can be captured at up to 29.97 fps using ALL-I or IBP compression with a max bit rate of 480MBps. If you want 60p video you'll have to drop down to Full HD."
129,"The WG-60 is a low-priced rugged camera that's waterproof to 14m/45ft, shockproof from 1.6m/5, crushproof to 100kgf/220lbf and freezeproof to -10C/+14F. It features a 16MP CMOS sensor, 28-140mm equiv. lens, 2.7"" LCD with a new outdoor mode and 1080/30p video capture. The only difference between the WG-60 and the WG-50 that came before it is support for FlashAir wireless SD cards."
130,"The Leica M10-D is a rangefinder camera that has much in common with its sibling, the M10-P, but lacks an LCD and has a thumb rest styled as a film advance lever. If users want to change anything other than the shutter speed, aperture or exposure compensation, they'll need to do so via the Leica FOTOS app. The M10-D comes with a 24MP full-frame CMOS sensor and Maestro II processor and offers a top ISO of 50000 and a 5 fps burst rate. The M10-D has some degree of environmental sealing and lacks any I/O ports. An EVF is optional and is the only way in which users can briefly seen the photo they've just taken."
131,"The Zeiss ZX1 is a compact full-frame camera with a 37.4MP image sensor, fixed 35mm Distagon F2 lens and a huge 4.3"" touchscreen with a resolution of 1280x720 pixels to augment its physical controls. Zeiss has also teamed up with Adobe to offer full Adobe Photoshop Lightroom CC capability in the camera itself. The ZX1 is capable of capturing UHD 4K at up to 30 fps, and Full HD video at up to 60 fps. The ZX1 does not have a memory card slot, but does come with 512GB of internal memory, which the company claims is enough to store approximately 6,800 Raw files in DNG format (or up to 50,000 JPEG files). It will offer Wi-Fi, Bluetooth and USB-C connectivity. The company will also offer over-the-air software updates. The Zeiss ZX1 is an attractively designed camera with a lot to like in terms of image quality and the inclusion of Adobe Lightroom Mobile gives you an impressive amount of flexibility when editing your files on the camera. Lackluster autofocus and video capabilities, along with some occasional interface quirks and sluggishness detract from the overall experience. Good for: Travel, documentary and lifestyle photography as well as high-speed flash work. Not so good for: Photographers that already have an established editing workflow, those that need longer focal lengths or a more robust video feature set."
132,"The Fujifilm GFX 50R is the the rangefinder version of the company's SLR-styled GFX 50S medium format digital camera. It offers a 43.8 x 32.9mm 51.4MP CMOS sensor and uses new G-mount lenses, with a crop factor of 0.79x. It uses the same X-Processor Pro as the GFX 50S and has an 117-point contrast-detect autofocus system. The body is remarkably compact and lightweight for a medium format camera and it sports a 3.2"" tilting touchscreen and an ultra-high-resolution 3.69M-dot OLED electronic viewfinder with a magnification of 0.77x. The top plate has dials for exposure compensation and shutter speed, while 'swipe actions' on the LCD have replaced the four-way controller. The GFX has the usual Fujifilm Film Simulation modes, plus a new Color Chrome Effect option. It's also capable of capturing Full HD video at up to 30p. Unlike the GFX 50S, the 50R has built-in Bluetooth. The Fujifilm GFX 50R brings medium format digital photography down to a more attainable price point than we've seen before, and does so while offering exceptional image quality in a reasonably compact yet well-built body. The ergonomics suffer a bit from the smaller grip, and some competitors with smaller sensors suffer only a slight image quality hit while being more flexible overall. That said, the GFX 50R remains a joy to use, the images a joy to view, and it's an excellent way to get access to Fujifilm's lineup of GF medium format lenses. Good for: Discerning landscape and studio shooters that are on the hunt for the sharpest details they can feast their eyes on. Not so good for: Photographers of dynamic or moving subjects who need good continuous autofocus performance, and those looking to shoot video along with stills."
133,"The Ricoh GR III is a pocketable, lightweight camera with a newly designed 28mm equiv. F2.8 lens and 24MP APS-C sensor. It features a sensor-shift shake reduction system (which can also be used for simulating the effect of an anti-aliasing filter) along with a hybrid autofocus system. It has a 3"" touchscreen display (with support for an optical viewfinder), hot shoe, USB-C port with video output and built-in Wi-Fi plus Bluetooth. The GR III can capture video at Full HD video at 60 fps. The Ricoh GR III updates the GR series in some really important ways, bringing a modern high-resolution sensor and hybrid autofocus system to the lineup for the first time. Controls have been simplified, and a new touch-sensitive rear screen makes autofocus positioning and image navigation much faster. Image quality is excellent, although JPEG shooters might find that the 'Std' profile delivers rather dull results. The lack of a flash, and unimpressive battery performance are the only major black marks against this pocketable camera. Good for: Street shooting and casual photography, or travel photography where a small and light camera, with a medium-wide lens is very useful. Not so good for: Any work that requires long shooting sessions, long focal lengths, or low light shooting, where the GR III's autofocus system can struggle."
134,"The GoPro Hero7 Black was introduced alongside Silver and White Hero7 versions, and of the three cameras the Black offers the highest specifications. It records 4K/60p and 2.7K/120p video, as well as 1080p at up to 240 fps. It captures 12MP stills and unlike the Silver and White versions, uses a removable battery rather than built-in. The Hero7 Black also offers the first generation of the company's HyperSmooth digital image stabilization."
135,"The GoPro Hero 7 Silver launched alongside the higher-spec'd Black and budget-oriented White editions. The Hero 7 Silver features 4K/30p video recording, built-in GPS and 10MP stills. It uses a built-in rather than removable lithium-ion battery, and lacks the super slow-motion video modes offered by the Hero 7 Black."
136,"The GoPro Hero 7 White is a budget-friendly action cam that launched alongside the higher-spec'd Black and Silver editions. The Hero 7 White offers a more pared-down feature set including 1080/60p video recording, Wi-Fi + Bluetooth and 10MP stills. It uses a built-in rather than removable lithium-ion battery, and lacks the built-in GPS offered by the Black and Silver Hero 7s."
137,"The Canon PowerShot SX70 HS is a super-zoom point-and-shoot camera with a 65x, 21-1365mm equivalent F3.4-6.5 lens and 20MP BSI-CMOS sensor. The camera is powered by Canon's latest Digic 8 processor which allows for fast bursts and 4K video capture. As you'd expect, its long lens is stabilized, with up to five stops of shake reduction. Photos can be composed on a fully articulating 3"" display or a high-res OLED electronic viewfinder. The SX70 is Canon's first point & shoot camera to support its new CR3 Raw format. The SX70 can shoot continuously at 10 fps with single AF and 5.7 fps with continuous AF.  UHD 4K video can be captured at 30 fps, and a high speed 120 fps mode is available at Full HD resolution. Wireless connectivity includes Wi-Fi and Bluetooth."
138,"The Fujifilm X-T3 is an enthusiast SLR-style mirrorless camera with a new 26MP BSI CMOS X-Trans sensor and updated hybrid AF system with 425 phase-detect points and nearly 100% coverage. The camera has the same analog controls for shutter speed, ISO and exposure compensation as the X-T2 before it, and nine buttons and dials are customizable. The X-T3 has a 3.69M-dot electronic viewfinder with a large 0.75x magnification as well as a touchscreen LCD that tilts on two axes. The tough magnesium-alloy body is sealed against dust and moisture and features twoSD cards that support UHS-II media. The camera shoots continuously at 20 fps (e-shutter) or 11 fps (mechanical shutter) at full resolution, or up to 30 fps in a 1.25x crop mode. Video can be captured at both DCI and UHD 4K at up to 60p, with a top bit rate of 400Mbps. The camera supports the H.265 codec and can output 10-bit video at 4:2:2 over HDMI, or record internal 10-bit at 4:2:0. Both F-Log and HLG are supported. Note that there is an ""X-T3 WW"" model that does not include a charger but costs $100 less. As a stills camera the X-T3 is a pleasant update to one of our favorite APS-C cameras, significantly improving the autofocus. If you're interested in stills and video, though, it's knockout. The lack of stabilization holds the video back a touch but as a compact, relatively affordable do-everything camera, it's impressive. Good for: A bit of everything, especially if that everything includes video. Not so good for: Sports shooting at the highest levels."
139,"The EOS R is Canon's first full-frame mirrorless camera. It features a 30.3MP CMOS sensor with Dual Pixel AF and an ISO range of 100-40000 (expandable to 50-102400). The EOS R can record both 14-bit (CRW) and compressed (C-RAW) formats. It can shoot continuously at 8 fps in single AF and 5 fps with continuous AF. The Dual Pixel AF system has a whopping 5655 selectable AF points and it can function at light levels as low as -6EV. The compact body has a 3.69M-dot OLED electronic viewfinder with a 0.76x magnification, as well as a 3.2"", 2.1M-dot fully-articulating touchscreen LCD. On the top plate is an OLED panel that displays current shooting information. The EOS R offers Mini-HDMI and USB-C ports, as well as a 3.5mm external mic socket. Battery life is CIPA-rated at 370 shots per charge (450 using Power Saving mode). A battery grip is available. The EOS R has a single memory card slot that supports UHS-II media. 4K UHD video can be captured at up to 29.97 fps using ALL-I or IBP compression with a max bit rate of 480MBps. If you want 60p video you'll have to drop down to Full HD. With a 30MP sensor, fantastic color reproduction and on-sensor autofocus, the EOS R can produce some beautiful photographs with pinpoint-accurate focus. But it's Canon's first mirrorless full-frame camera, and in many ways, it shows. The ergonomics feel unfinished, and for the same or less money, you can find better video, more dynamic range and faster burst speeds elsewhere. But we have to admit that Canon's new RF lenses are simply spectacular, and at this time, the EOS R is the only way to get to use them. Good for: General and social photography, casual video shooters and those looking for either a backup body for their full-frame Canon glass or are looking at building up a collection of new RF lenses. Not so good for: Those looking to shoot sports or fast-moving subjects, those needing the absolute best image quality for either landscape or video work."
140,"At the time of its launch, the Sony Cyber-shot HX99 and its HX95 sibling are the smallest travel zoom compacts in the world. Like the HX95, the HX99 packs a 28x zoom 24-720mm equivalent lens, 18MP 1/2.3"" sensor, 180-degree tilting 3.0"" screen and 4K/30p video with full pixel readout. The cameras also include a front-end LSI and BIONZ X processor, making possible 10 fps shooting with a 155 image buffer. The HX99 offers a couple of additional features: touchscreen functionality and a customizable control ring around its lens."
141,"At the time of its launch, the Sony Cyber-shot HX95 and its HX99 sibling are the smallest travel zoom compacts in the world. Like the HX99, the HX95 packs a 28x zoom 24-720mm equivalent lens, 18MP 1/2.3"" sensor, 180-degree tilting 3.0"" screen and 4K/30p video with full pixel readout. The cameras also include a front-end LSI and BIONZ X processor, making possible 10 fps shooting with a 155 image buffer. The HX95 lacks the 99's touchscreen functionality and a customizable control ring around its lens."
142,"The Nikon D3500 is the company's entry-level DSLR camera. It's essentially the same as its predecessor, the D3400, except that it now uses the same body as the D5600. It continues to have a 24MP APS-C CMOS sensor, EXPEED 4 image processor, Full HD video capture and an easy-to-use interface. The camera has an ISO range of 100-25600, an 11-point autofocus system and can shoot continuously at 5 fps. The camera's Guide Mode makes it easy to learn how to shoot in various situations. While it doesn't have Wi-Fi, the D3400 has Bluetooth connectivity for transferring images from the camera to a smartphone, albeit slowly. The D3500 is a compact and likeable DSLR for beginners. It's not great for video and its image transfer is slow. But for stills it's a solid choiceand its Guide Mode makes it easy to learn. Good for: Beginners who want the DSLR experience Not so good for: Video shooters or anyone expecting a phone-like 'WYSIWYG' shooting experience."
143,"The Nikon Z 7 is the company's high-end full-frame mirrorless camera. It features a 45.7MP BSI-CMOS sensor, a hybrid AF system with 493 points and 90% coverage and 5-axis in-body image stabilization. The rugged body is similar in design to the D850 DSLR and is fully sealed against dust and moisture. It features a 3.68M-dot electronic viewfinder and tilting 3.2"", 2.1M-dot touchscreen LCD. An OLED panel on the top plate displays current shooting settings. Photos are stored on an XQD card. The Z 7 can shoot continuously at 9 fps with AE locked and 5.5 fps with continuous AF/AE. The buffer is relatively small, topping out at 18-23 Raw and 25 JPEG images. It can capture 4K video using the full width of the sensor, or users can switch to a DX crop mode where the entire sensor is sampled. You can use the same features for videos as you can for stills, including 5-axis IS and the hybrid AF system (with 435 points here). The Z 7 supports focus peaking, zebra patterns, time code and 10-bit Log output over HDMI. The camera can record 8-bit video internally and externally at the same time.  Connectivity options include Wi-Fi (802.11ac) with Bluetooth as well as the ability to connect directly to a PC. The Nikon Z7 is an extremely well-rounded digital camera and suitable for a wide range of photographic and video needs. It packs outstanding image quality and very good 4K video in a lightweight, well-built package with in-body image stabilization. Autofocus is less reliable than the competition and the buffer can be limiting for fast action, but overall, the Z7 is a pleasure to shoot with. Good for: Hybrid stills and video shooters, photographers looking for a versatile tool for a wide range of subjects in a compact package. Not so good for: Those needing class-leading autofocus performance, faster burst rates, or greater buffer depth."
144,"The Nikon Z6 is the company's midrange full-frame mirrorless camera. It features a 24.5MP BSI-CMOS sensor, a hybrid AF system with 273 points and 90% coverage and 5-axis in-body image stabilization. The rugged body is similar in design to the D750/D850 DSLRs and is fully sealed against dust and moisture. It features a 3.68M-dot electronic viewfinder and tilting 3.2"", 2.1M-dot touchscreen LCD. An OLED panel on the top plate displays current shooting settings. Photos are stored on an XQD card. The Z6 can shoot continuously at 12 fps with AE locked and 5.5 fps with continuous AF/AE. It can capture oversampled 4K video for maximum resolution. You can use the same features for videos as you can for stills, including 5-axis IS and the hybrid AF system (with 435 points here). The Z6 supports focus peaking, zebra patterns, time code and 10-bit Log output over HDMI. The camera can record 8-bit video internally and externally at the same time.  Connectivity options include Wi-Fi (802.11ac) with Bluetooth as well as the ability to connect directly to a PC. The Nikon Z6 is a well-built full-frame mirrorless camera that produces excellent stills and 4K video. Autofocus is reliable most of the time, including during burst shooting, though selecting a subject on which to track is clumsy. The camera's built-in image stabilization works well on native and 'classic' Nikon glass. Battery life isn't class-leading, and some improvements related to manual focus in video should be addressed, but overall Nikon has a winner in the Z6. Good for: Everyday shooting, video Not so good for: Sports and action"
145,"The Panasonic DC-LX100 II is an enthusiast compact with a 17MP Four Thirds sensor that allows the camera to maintain the same field-of-view at 16:9, 3:2 and 4:3 aspect ratios. The LX100 II uses the same 24-75mm equivalent F1.7-2.8 Leica DC lens and shares the same design, including dials for shutter speed and exposure compensation, plus a ring for adjusting the aperture. A custom control ring can also be found around the lens. The LX100 II has a 1.24M-dot touchscreen LCD and 2.76M-dot equivalent electronic viewfinder.  The camera can shoot continuously at 5.5 fps with continuous autofocus or 11 fps with AE/AF lock. As before, the LX100 II can capture UHD 4K video, which also allows for 4K Photo, Post Focus and Sequence Composition features. It has Panasonic's latest Picture Styles, including the high-contrast L.Monochrome D mode, to which a random grain effect can be added. The LX100 II has built-in Wi-Fi and Bluetooth, with the latter maintaining a constant connection that allows for quick remote control and auto image transfer. The LX100 II is a small, engaging enthusiast compact. Its bright 24-75mm equivalent lens and multi-aspect design make it highly flexible. Only the cropped video and slightly basic viewfinder stop this lightly-refreshed camera reasserting itself as a clear leader in this class. Good for: Enthusiasts looking for an enjoyable always-with-them tool Not so good for: Anyone needing something truly pocketable"
146,"Leica's M10-P is the more expensive sibling to the M10. The differences between the M10-P and M10 include the lack of a 'red dot' on the front as well as the addition of a touchscreen LCD, electronic level and quieter shutter mechanism. The M10 comes with a 24MP sensor with a top ISO of 50000. The Maestro II processor has 2GB of buffer to provide 30 Raw images or 100 JPEG images to be captured at 5 fps. The M10-P has some degree of environmental sealing and lacks any I/O ports. It does have Wi-Fi support, however."
